district,predicted_risk,confidence_score,equity_vulnerability_index,final_risk_score,priority_level,alert_status,recommended_action
Jaipur,Low,98.92,0.013645687645687653,0.332,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Low,98.92,0.013645687645687653,0.332,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Low,98.87,0.013645687645687653,0.332,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Low,98.92,0.013645687645687653,0.332,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Low,98.92,0.013645687645687653,0.332,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.76,-0.03912820512820512,0.32,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.76,-0.03912820512820512,0.32,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.76,-0.03912820512820512,0.32,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.8,-0.03912820512820512,0.32,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.8,-0.03912820512820512,0.32,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.22,-0.03912820512820512,0.319,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Low,99.3,0.09310356536502547,0.352,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Low,99.3,-0.0045806451612903296,0.328,Low Priority,NO ALERT,Routine monitoring.
Ajmer,High,64.34,0.926897615708275,0.928,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,Low,99.51,0.09310356536502547,0.353,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Low,99.51,-0.0045806451612903296,0.328,Low Priority,NO ALERT,Routine monitoring.
Ajmer,High,65.73,0.926897615708275,0.93,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,Low,99.39,0.09310356536502547,0.352,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Low,99.39,-0.0045806451612903296,0.328,Low Priority,NO ALERT,Routine monitoring.
Ajmer,High,59.13,0.926897615708275,0.92,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,Low,98.72,0.09310356536502547,0.351,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Low,98.72,-0.0045806451612903296,0.327,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Medium,50.43,0.926897615708275,0.667,Medium Priority,NO ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Ajmer,Low,98.72,0.09310356536502547,0.351,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Low,98.72,-0.0045806451612903296,0.327,Low Priority,NO ALERT,Routine monitoring.
Ajmer,High,53.79,0.926897615708275,0.912,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,Low,99.33,0.09310356536502547,0.352,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Low,99.33,-0.0045806451612903296,0.328,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Medium,54.2,0.926897615708275,0.673,Medium Priority,NO ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Ajmer,Low,99.19,0.09310356536502547,0.352,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Low,99.19,-0.0045806451612903296,0.328,Low Priority,NO ALERT,Routine monitoring.
Ajmer,High,64.09,0.926897615708275,0.928,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,Low,99.4,0.09310356536502547,0.352,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Low,99.4,-0.0045806451612903296,0.328,Low Priority,NO ALERT,Routine monitoring.
Ajmer,High,65.47,0.926897615708275,0.93,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,Low,99.13,0.09310356536502547,0.352,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Low,99.13,-0.0045806451612903296,0.328,Low Priority,NO ALERT,Routine monitoring.
Ajmer,High,57.82,0.926897615708275,0.918,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,High,90.27,1.1771651837752497,1.03,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,High,88.76,0.551738354506957,0.871,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,High,93.66,1.1771651837752497,1.035,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,High,91.77,0.551738354506957,0.876,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,High,90.27,1.1771651837752497,1.03,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,High,88.76,0.551738354506957,0.871,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,High,93.66,1.1771651837752497,1.035,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,High,91.77,0.551738354506957,0.876,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,High,89.34,1.1771651837752497,1.028,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,High,87.74,0.551738354506957,0.87,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,High,93.41,1.1771651837752497,1.034,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,High,91.61,0.551738354506957,0.875,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,Low,99.37,0.12065252330440374,0.359,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Medium,96.52,0.2255258467023173,0.561,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Ajmer,Low,99.92,0.12065252330440374,0.36,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Medium,97.35,0.2255258467023173,0.562,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Ajmer,Low,98.7,0.12065252330440374,0.358,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Medium,95.76,0.2255258467023173,0.56,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Ajmer,Low,98.91,0.12065252330440374,0.359,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Medium,96.4,0.2255258467023173,0.561,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Ajmer,Low,99.52,0.12065252330440374,0.359,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Medium,94.77,0.2255258467023173,0.559,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Ajmer,Low,99.52,0.12065252330440374,0.359,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Medium,95.22,0.2255258467023173,0.559,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Sikar,Low,99.33,0.055944444444444436,0.343,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,99.33,-0.012727969348659003,0.326,Low Priority,NO ALERT,Routine monitoring.
Bharatpur,Low,98.86,-0.05343143812709032,0.315,Low Priority,NO ALERT,Routine monitoring.
Bharatpur,Low,98.86,0.11128474224426249,0.356,Low Priority,NO ALERT,Routine monitoring.
Bharatpur,Low,99.43,-0.05343143812709032,0.316,Low Priority,NO ALERT,Routine monitoring.
Bharatpur,Low,99.43,0.11128474224426249,0.357,Low Priority,NO ALERT,Routine monitoring.
Alwar,High,89.25,0.3247665684830633,0.815,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Alwar,Low,99.56,0.04528160607704827,0.341,Low Priority,NO ALERT,Routine monitoring.
Alwar,High,89.25,0.3247665684830633,0.815,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Alwar,Low,99.56,0.04528160607704827,0.341,Low Priority,NO ALERT,Routine monitoring.
Alwar,High,89.69,0.3247665684830633,0.816,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Alwar,Low,99.44,0.04528160607704827,0.34,Low Priority,NO ALERT,Routine monitoring.
Alwar,High,89.69,0.3247665684830633,0.816,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Alwar,Low,99.44,0.04528160607704827,0.34,Low Priority,NO ALERT,Routine monitoring.
Pali,Low,99.47,0.07325806451612904,0.348,Low Priority,NO ALERT,Routine monitoring.
Pali,Low,99.47,-0.15274193548387097,0.291,Low Priority,NO ALERT,Routine monitoring.
Pali,Low,99.67,0.07325806451612904,0.348,Low Priority,NO ALERT,Routine monitoring.
Pali,Low,99.67,-0.15274193548387097,0.291,Low Priority,NO ALERT,Routine monitoring.
Bharatpur,High,80.2,0.615125,0.874,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bharatpur,High,82.49,0.615125,0.878,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bharatpur,High,80.45,0.615125,0.874,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bharatpur,High,79.44,0.615125,0.873,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bharatpur,High,77.06,0.615125,0.869,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jaipur,Low,99.45,0.13142612942612938,0.362,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Low,99.44,0.13142612942612938,0.362,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Low,99.45,0.13142612942612938,0.362,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Low,99.45,0.13142612942612938,0.362,Low Priority,NO ALERT,Routine monitoring.
Ajmer,High,85.61,0.5026560808372429,0.854,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,Low,99.6,0.06065608083724287,0.345,Low Priority,NO ALERT,Routine monitoring.
Ajmer,High,87.67,0.5026560808372429,0.857,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,Low,99.08,0.06065608083724287,0.344,Low Priority,NO ALERT,Routine monitoring.
Ajmer,High,91.68,0.5026560808372429,0.863,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,Low,98.78,0.06065608083724287,0.343,Low Priority,NO ALERT,Routine monitoring.
Ajmer,High,81.7,0.5026560808372429,0.848,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,Low,99.33,0.06065608083724287,0.344,Low Priority,NO ALERT,Routine monitoring.
Ajmer,High,79.59,0.5026560808372429,0.845,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,Low,98.76,0.06065608083724287,0.343,Low Priority,NO ALERT,Routine monitoring.
Ajmer,High,89.67,0.5026560808372429,0.86,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,Low,96.32,0.06065608083724287,0.34,Low Priority,NO ALERT,Routine monitoring.
Bikaner,High,85.0,0.3274503128182744,0.809,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,Low,99.43,0.0832511946274054,0.35,Low Priority,NO ALERT,Routine monitoring.
Bikaner,High,83.41,0.3274503128182744,0.807,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,Low,99.3,0.0832511946274054,0.35,Low Priority,NO ALERT,Routine monitoring.
Udaipur,High,83.1,0.4321390374331551,0.833,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Udaipur,High,79.23,1.367970206264324,1.061,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Udaipur,Low,99.75,0.018684491978609618,0.334,Low Priority,NO ALERT,Routine monitoring.
Udaipur,High,80.02,0.4321390374331551,0.828,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Udaipur,High,79.04,1.367970206264324,1.061,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Udaipur,Low,99.25,0.018684491978609618,0.334,Low Priority,NO ALERT,Routine monitoring.
Kota,High,85.0,0.3481876988335101,0.815,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,Low,100.0,-0.10507317073170733,0.304,Low Priority,NO ALERT,Routine monitoring.
Kota,High,86.69,1.0454268292682927,0.991,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,High,80.85,0.3481876988335101,0.808,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,Low,99.38,-0.10507317073170733,0.303,Low Priority,NO ALERT,Routine monitoring.
Kota,High,79.9,1.0454268292682927,0.981,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,High,78.77,0.3481876988335101,0.805,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,Low,98.88,-0.10507317073170733,0.302,Low Priority,NO ALERT,Routine monitoring.
Kota,High,77.96,1.0454268292682927,0.978,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,High,88.79,0.3481876988335101,0.82,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,Low,98.87,-0.10507317073170733,0.302,Low Priority,NO ALERT,Routine monitoring.
Kota,High,87.88,1.0454268292682927,0.993,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,High,83.19,0.3481876988335101,0.812,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,Low,99.19,-0.10507317073170733,0.303,Low Priority,NO ALERT,Routine monitoring.
Kota,High,78.03,1.0454268292682927,0.978,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,High,82.44,0.3481876988335101,0.811,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,Low,98.69,-0.10507317073170733,0.302,Low Priority,NO ALERT,Routine monitoring.
Kota,High,77.45,1.0454268292682927,0.978,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Sikar,Low,98.89,-0.008501831501831522,0.326,Low Priority,NO ALERT,Routine monitoring.
Ajmer,High,90.18,0.323356805495921,0.816,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,High,88.72,0.8857601668404589,0.955,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jaipur,High,83.6,0.3237586206896552,0.806,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jaipur,High,81.15,0.7150086206896552,0.9,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jaipur,High,81.14,0.7521518791166215,0.91,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jaipur,High,84.42,0.3237586206896552,0.808,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jaipur,High,80.53,0.7150086206896552,0.9,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jaipur,High,80.68,0.7521518791166215,0.909,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jodhpur,Low,99.0,-0.03794827586206899,0.319,Low Priority,NO ALERT,Routine monitoring.
Jodhpur,Low,99.0,0.029097178683385586,0.336,Low Priority,NO ALERT,Routine monitoring.
Sikar,Medium,93.2,0.26348872180451127,0.566,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Sikar,Medium,93.57,0.26348872180451127,0.566,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Sikar,Medium,94.34,0.26348872180451127,0.567,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Sikar,Medium,93.97,0.26348872180451127,0.567,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Bikaner,High,80.6,1.2239609974424552,1.027,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,High,85.03,1.2239609974424552,1.034,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jaipur,High,80.21,0.5610714285714287,0.861,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jaipur,High,79.98,0.6881428571428572,0.892,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jaipur,High,79.88,0.8904761904761904,0.942,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jaipur,High,78.28,0.5610714285714287,0.858,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jaipur,High,77.91,0.6881428571428572,0.889,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jaipur,High,77.94,0.8904761904761904,0.94,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jaipur,High,81.5,0.5610714285714287,0.863,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jaipur,High,81.24,0.6881428571428572,0.894,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jaipur,High,81.14,0.8904761904761904,0.944,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jaipur,High,79.26,0.5610714285714287,0.859,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jaipur,High,79.18,0.6881428571428572,0.891,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jaipur,High,79.21,0.8904761904761904,0.941,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,Low,99.23,0.07379090709422359,0.347,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,99.72,0.07379090709422359,0.348,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.27,-0.002258090614886729,0.328,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.27,0.10959733893557423,0.356,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.47,-0.002258090614886729,0.329,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.47,0.10959733893557423,0.357,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.47,-0.002258090614886729,0.329,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.47,0.10959733893557423,0.357,Low Priority,NO ALERT,Routine monitoring.
Pali,High,82.62,0.5701293670010377,0.866,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Pali,High,80.93,0.5701293670010377,0.864,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,Low,99.23,-0.029793564055859145,0.321,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Low,99.23,-0.10212962962962963,0.303,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Low,99.45,-0.029793564055859145,0.322,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Low,99.45,-0.10212962962962963,0.304,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Low,99.18,-0.029793564055859145,0.321,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Low,99.18,-0.10212962962962963,0.303,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Low,99.18,-0.029793564055859145,0.321,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Low,99.18,-0.10212962962962963,0.303,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Low,99.34,-0.029793564055859145,0.322,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Low,99.34,-0.10212962962962963,0.303,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Low,99.55,-0.029793564055859145,0.322,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Low,99.55,-0.10212962962962963,0.304,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Low,99.28,-0.029793564055859145,0.321,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Low,99.28,-0.10212962962962963,0.303,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Low,99.28,-0.029793564055859145,0.321,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Low,99.28,-0.10212962962962963,0.303,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,98.87,0.08261224489795918,0.349,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,98.74,0.08261224489795918,0.349,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,98.58,0.08261224489795918,0.349,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,98.71,0.08261224489795918,0.349,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,99.27,0.08261224489795918,0.35,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,99.2,0.08261224489795918,0.349,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,98.9,0.08261224489795918,0.349,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,98.76,0.08261224489795918,0.349,Low Priority,NO ALERT,Routine monitoring.
Jodhpur,Medium,93.5,0.15517285531370037,0.539,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Jodhpur,Medium,93.28,0.15517285531370037,0.539,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Jodhpur,Medium,94.93,0.15517285531370037,0.541,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Jodhpur,Medium,94.7,0.15517285531370037,0.541,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Bharatpur,Low,99.16,-0.08569072164948456,0.307,Low Priority,NO ALERT,Routine monitoring.
Bharatpur,Low,99.27,-0.08569072164948456,0.307,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,99.95,-0.002956467272157856,0.329,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,100.0,-0.002956467272157856,0.329,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,100.0,-0.002956467272157856,0.329,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.21,0.019304347826086955,0.334,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.21,-0.01339130434782608,0.325,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.21,-0.09469565217391307,0.305,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.08,0.019304347826086955,0.333,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.08,-0.01339130434782608,0.325,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.08,-0.09469565217391307,0.305,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.21,0.019304347826086955,0.334,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.21,-0.01339130434782608,0.325,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.21,-0.09469565217391307,0.305,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.08,0.019304347826086955,0.333,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.08,-0.01339130434782608,0.325,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.08,-0.09469565217391307,0.305,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,98.93,0.019304347826086955,0.333,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,98.93,-0.01339130434782608,0.325,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,98.93,-0.09469565217391307,0.305,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,98.55,0.019304347826086955,0.333,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,98.55,-0.01339130434782608,0.324,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,98.55,-0.09469565217391307,0.304,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,98.53,-0.035591397849462365,0.319,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,98.53,-0.003939223936418872,0.327,Low Priority,NO ALERT,Routine monitoring.
Bikaner,High,78.04,1.0428631476050831,0.978,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,Low,99.1,-0.035591397849462365,0.32,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.1,-0.003939223936418872,0.328,Low Priority,NO ALERT,Routine monitoring.
Bikaner,High,77.42,1.0428631476050831,0.977,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Udaipur,Low,99.3,0.036074492850016626,0.338,Low Priority,NO ALERT,Routine monitoring.
Udaipur,High,83.61,0.4071748726655348,0.827,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Udaipur,Low,99.3,0.023806451612903224,0.335,Low Priority,NO ALERT,Routine monitoring.
Udaipur,Medium,93.01,0.19117354022049815,0.547,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Udaipur,Low,99.28,0.036074492850016626,0.338,Low Priority,NO ALERT,Routine monitoring.
Udaipur,High,82.58,0.4071748726655348,0.826,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Udaipur,Low,99.28,0.023806451612903224,0.335,Low Priority,NO ALERT,Routine monitoring.
Udaipur,Medium,91.8,0.19117354022049815,0.545,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Udaipur,Low,98.82,0.036074492850016626,0.337,Low Priority,NO ALERT,Routine monitoring.
Udaipur,High,79.49,0.4071748726655348,0.821,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Udaipur,Low,98.82,0.023806451612903224,0.334,Low Priority,NO ALERT,Routine monitoring.
Udaipur,Medium,93.13,0.19117354022049815,0.547,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Sikar,High,78.05,0.30911484593837535,0.794,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Sikar,High,68.11,0.30911484593837535,0.779,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jodhpur,Low,98.86,0.04999302406696895,0.341,Low Priority,NO ALERT,Routine monitoring.
Jodhpur,Medium,93.29,0.25752558370591155,0.564,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Jodhpur,Low,98.86,0.10539624150339864,0.355,Low Priority,NO ALERT,Routine monitoring.
Jodhpur,High,83.94,0.48488664108824553,0.847,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jodhpur,Low,98.86,0.10198770491803277,0.354,Low Priority,NO ALERT,Routine monitoring.
Jodhpur,Low,99.01,0.04999302406696895,0.341,Low Priority,NO ALERT,Routine monitoring.
Jodhpur,Medium,93.43,0.25752558370591155,0.565,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Jodhpur,Low,99.01,0.10539624150339864,0.355,Low Priority,NO ALERT,Routine monitoring.
Jodhpur,High,82.11,0.48488664108824553,0.844,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
