sale_date,district,medicine_category,medicine_name,units_sold,daily_sales_growth,7_day_moving_average,demand_spike_flag
2023-10-17,Jaipur,fever,Aspirin,150,-0.45,136,0
2023-11-11,Udaipur,cough,Dextromethorphan,207,0.0,221,0
2023-04-10,Bharatpur,cough,Dextromethorphan,207,2.34,207,1
2023-01-29,Bikaner,fever,Ibuprofen,263,1.1,248,1
2023-12-25,Bharatpur,cough,Dextromethorphan,70,-0.66,67,0
2023-05-20,Jodhpur,fever,Ibuprofen,206,0.65,199,1
2023-06-18,Kota,fever,Aspirin,201,0.58,189,1
2023-09-29,Alwar,cough,Dextromethorphan,107,-0.52,121,0
2023-07-03,Ajmer,antibiotic,Amoxicillin,160,0.25,162,0
2023-12-17,Alwar,antibiotic,Azithromycin,26,-0.59,22,0
2023-03-05,Udaipur,cough,Bromhexine,46,-0.6,32,0
2023-11-09,Pali,fever,Aspirin,257,-0.03,270,0
2023-06-23,Pali,cough,Dextromethorphan,221,-0.06,216,0
2023-07-13,Sikar,cough,Dextromethorphan,66,-0.66,67,0
2023-01-30,Kota,cold,Cetirizine,123,-0.19,127,0
2023-05-30,Sikar,cold,Cetirizine,109,-0.09,103,0
2023-08-26,Pali,cough,Bromhexine,92,-0.37,87,0
2023-07-30,Ajmer,fever,Aspirin,182,0.56,167,1
2023-02-09,Bharatpur,cold,Cetirizine,86,-0.57,87,0
2023-09-29,Jodhpur,cold,Chlorpheniramine,87,1.42,91,1
2023-01-31,Pali,fever,Ibuprofen,132,-0.46,119,0
2023-01-01,Pali,fever,Ibuprofen,114,-0.14,115,0
2023-02-25,Pali,antibiotic,Amoxicillin,137,0.34,128,1
2023-10-31,Jodhpur,cough,Bromhexine,160,-0.1,149,0
2023-03-01,Bikaner,antibiotic,Amoxicillin,156,0.39,145,1
2023-11-25,Kota,antibiotic,Amoxicillin,53,-0.55,47,0
2023-12-22,Bikaner,antibiotic,Azithromycin,32,0.39,45,1
2023-07-24,Udaipur,cough,Dextromethorphan,100,-0.52,90,0
2023-09-14,Pali,cough,Dextromethorphan,121,-0.45,106,0
2023-08-08,Ajmer,antibiotic,Azithromycin,91,-0.31,81,0
2023-04-18,Kota,cough,Dextromethorphan,163,0.99,150,1
2023-04-04,Bharatpur,cold,Chlorpheniramine,164,3.56,168,1
2023-04-23,Jaipur,cold,Cetirizine,37,-0.81,24,0
2023-12-15,Jodhpur,cold,Cetirizine,68,-0.41,67,0
2023-12-29,Ajmer,cold,Cetirizine,88,-0.13,79,0
2023-01-16,Pali,fever,Ibuprofen,218,0.91,207,1
2023-07-08,Alwar,fever,Aspirin,267,0.1,280,0
2023-03-25,Sikar,fever,Paracetamol,114,-0.51,127,0
2023-04-23,Kota,cough,Dextromethorphan,164,0.01,178,0
2023-03-31,Pali,cold,Chlorpheniramine,61,-0.61,55,0
2023-04-28,Ajmer,cold,Chlorpheniramine,84,-0.18,89,0
2023-02-21,Jaipur,cold,Chlorpheniramine,20,-0.79,9,0
2023-07-18,Ajmer,fever,Paracetamol,138,0.0,139,0
2023-04-27,Jodhpur,cold,Chlorpheniramine,35,-0.6,31,0
2023-08-06,Jodhpur,cough,Bromhexine,184,0.15,178,0
2023-12-21,Bharatpur,cough,Bromhexine,164,2.9,152,1
2023-09-04,Sikar,fever,Aspirin,224,-0.1,218,0
2023-01-17,Jodhpur,cold,Cetirizine,176,1.59,169,1
2023-02-12,Alwar,antibiotic,Azithromycin,30,0.15,30,0
2023-05-20,Bikaner,cough,Dextromethorphan,133,1.38,136,1
2023-08-26,Jaipur,antibiotic,Amoxicillin,72,0.53,82,1
2023-08-16,Udaipur,cold,Cetirizine,135,0.07,137,0
2023-09-30,Ajmer,cough,Bromhexine,156,-0.21,157,0
2023-04-16,Kota,antibiotic,Azithromycin,157,4.81,142,1
2023-09-11,Sikar,fever,Paracetamol,202,0.77,214,1
2023-11-30,Udaipur,fever,Aspirin,195,-0.05,192,0
2023-06-09,Pali,antibiotic,Azithromycin,162,0.88,149,1
2023-03-25,Jaipur,fever,Aspirin,225,0.5,224,1
2023-04-02,Kota,cough,Dextromethorphan,178,0.09,178,0
2023-08-27,Bharatpur,cough,Dextromethorphan,176,1.51,190,1
2023-11-25,Jaipur,cold,Cetirizine,30,-0.19,37,0
2023-10-29,Alwar,cold,Chlorpheniramine,137,0.18,140,0
2023-02-25,Ajmer,antibiotic,Azithromycin,182,1.0,173,1
2023-05-15,Bikaner,cold,Cetirizine,175,0.22,181,0
2023-09-21,Ajmer,antibiotic,Amoxicillin,92,-0.42,90,0
2023-07-21,Jaipur,antibiotic,Amoxicillin,82,0.14,92,0
2023-05-28,Alwar,cough,Bromhexine,167,-0.09,180,0
2023-06-04,Pali,antibiotic,Amoxicillin,60,-0.56,59,0
2023-08-09,Sikar,cold,Chlorpheniramine,82,-0.53,82,0
2023-10-07,Udaipur,cold,Cetirizine,55,-0.59,58,0
2023-07-15,Udaipur,cough,Dextromethorphan,149,0.49,139,1
2023-02-06,Alwar,fever,Ibuprofen,257,0.1,264,0
2023-07-12,Bikaner,cold,Cetirizine,83,-0.53,89,0
2023-01-07,Bikaner,cold,Chlorpheniramine,86,0.18,98,0
2023-03-10,Ajmer,cough,Dextromethorphan,193,1.38,196,1
2023-11-27,Kota,fever,Aspirin,223,0.11,232,0
2023-03-12,Sikar,cold,Chlorpheniramine,108,0.32,104,1
2023-09-19,Alwar,antibiotic,Amoxicillin,175,-0.12,164,0
2023-06-15,Udaipur,cold,Cetirizine,196,2.56,189,1
2023-02-16,Bikaner,cold,Chlorpheniramine,103,0.2,109,0
2023-11-09,Jaipur,fever,Aspirin,252,0.12,250,0
2023-01-31,Pali,cold,Cetirizine,55,-0.36,59,0
2023-04-02,Jaipur,cold,Cetirizine,122,3.07,108,1
2023-07-01,Kota,cough,Dextromethorphan,73,-0.59,67,0
2023-07-10,Udaipur,cold,Cetirizine,57,-0.71,42,0
2023-05-20,Bharatpur,cold,Cetirizine,39,-0.55,53,0
2023-09-22,Kota,fever,Paracetamol,76,-0.52,73,0
2023-03-24,Kota,antibiotic,Amoxicillin,199,2.75,197,1
2023-01-07,Kota,cough,Bromhexine,95,0.07,81,0
2023-01-22,Alwar,cough,Dextromethorphan,130,0.21,119,0
2023-12-17,Udaipur,cold,Cetirizine,118,1.07,129,1
2023-09-30,Bikaner,cough,Bromhexine,92,-0.47,96,0
2023-08-06,Alwar,cough,Bromhexine,69,-0.59,78,0
2023-03-18,Jodhpur,cold,Cetirizine,70,-0.6,84,0
2023-11-15,Udaipur,antibiotic,Amoxicillin,121,0.0,112,0
2023-04-28,Alwar,antibiotic,Amoxicillin,166,-0.05,166,0
2023-12-21,Sikar,fever,Aspirin,186,-0.17,187,0
2023-11-16,Bikaner,fever,Ibuprofen,127,-0.52,130,0
2023-08-31,Bikaner,cough,Bromhexine,126,0.37,114,1
2023-12-07,Ajmer,cold,Chlorpheniramine,168,1.0,159,1
2023-08-10,Bikaner,fever,Aspirin,82,-0.4,81,0
2023-12-25,Bharatpur,cold,Chlorpheniramine,54,-0.67,49,0
2023-09-06,Bharatpur,cough,Bromhexine,85,-0.48,70,0
2023-04-13,Alwar,antibiotic,Azithromycin,133,3.43,133,1
2023-01-31,Jaipur,cough,Bromhexine,99,-0.49,107,0
2023-06-30,Udaipur,fever,Ibuprofen,72,-0.58,84,0
2023-09-03,Pali,cough,Dextromethorphan,90,-0.26,103,0
2023-11-16,Pali,cough,Bromhexine,189,1.05,194,1
2023-03-26,Udaipur,cough,Dextromethorphan,149,0.0,135,0
2023-05-30,Kota,cold,Chlorpheniramine,108,1.12,121,1
2023-12-31,Jaipur,cold,Cetirizine,97,-0.2,95,0
2023-02-17,Pali,cold,Chlorpheniramine,115,0.89,119,1
2023-11-11,Alwar,cold,Chlorpheniramine,46,-0.66,46,0
2023-12-18,Ajmer,cough,Dextromethorphan,127,-0.34,127,0
2023-06-30,Alwar,fever,Paracetamol,230,1.61,219,1
2023-12-27,Bikaner,fever,Ibuprofen,215,0.69,227,1
2023-12-02,Udaipur,cough,Dextromethorphan,164,0.1,149,0
2023-04-22,Pali,fever,Aspirin,264,0.03,255,0
2023-01-20,Ajmer,fever,Ibuprofen,115,-0.41,116,0
2023-07-12,Ajmer,cold,Chlorpheniramine,185,0.1,181,0
2023-09-07,Sikar,fever,Paracetamol,190,-0.06,194,0
2023-09-19,Alwar,cold,Cetirizine,62,-0.53,75,0
2023-06-14,Kota,fever,Ibuprofen,290,0.01,296,0
2023-10-18,Alwar,antibiotic,Azithromycin,29,-0.78,27,0
2023-01-08,Kota,cough,Dextromethorphan,189,1.59,177,1
2023-12-05,Pali,fever,Aspirin,63,-0.76,73,0
2023-02-24,Kota,fever,Aspirin,80,-0.64,94,0
2023-09-24,Jaipur,antibiotic,Amoxicillin,93,0.13,91,0
2023-01-27,Jaipur,cold,Chlorpheniramine,66,2.3,63,1
2023-02-12,Bikaner,fever,Aspirin,167,1.04,161,1
2023-09-28,Jodhpur,fever,Aspirin,181,0.2,178,0
2023-05-27,Alwar,cough,Bromhexine,204,1.96,194,1
2023-11-20,Bikaner,cough,Bromhexine,228,0.81,225,1
2023-09-18,Bikaner,cold,Cetirizine,173,1.08,184,1
2023-10-25,Bharatpur,cold,Chlorpheniramine,61,0.13,70,0
2023-08-13,Jaipur,cough,Bromhexine,130,0.31,120,1
2023-07-29,Kota,fever,Paracetamol,185,1.43,190,1
2023-12-27,Kota,cough,Bromhexine,92,-0.03,84,0
2023-06-08,Udaipur,cold,Chlorpheniramine,130,0.43,135,1
2023-10-11,Kota,antibiotic,Azithromycin,82,-0.48,91,0
2023-10-02,Bharatpur,cough,Bromhexine,49,-0.42,42,0
2023-04-04,Bharatpur,cold,Chlorpheniramine,179,1.93,166,1
2023-09-15,Pali,antibiotic,Azithromycin,40,-0.75,54,0
2023-08-25,Bikaner,cold,Chlorpheniramine,122,0.18,136,0
2023-04-11,Ajmer,cough,Bromhexine,160,0.03,161,0
2023-12-15,Alwar,cold,Chlorpheniramine,91,0.98,82,1
2023-09-21,Bharatpur,antibiotic,Azithromycin,149,-0.09,144,0
2023-09-25,Jodhpur,fever,Ibuprofen,180,-0.13,189,0
2023-10-13,Udaipur,fever,Ibuprofen,131,0.82,125,1
2023-03-02,Pali,cough,Dextromethorphan,121,0.34,110,1
2023-05-17,Jodhpur,cough,Bromhexine,244,0.33,235,1
2023-11-10,Pali,cold,Cetirizine,186,2.38,189,1
2023-06-25,Jaipur,cough,Dextromethorphan,150,0.46,143,1
2023-03-11,Sikar,cold,Cetirizine,50,-0.54,44,0
2023-12-03,Kota,antibiotic,Azithromycin,51,-0.38,64,0
2023-02-14,Ajmer,cough,Dextromethorphan,119,-0.06,112,0
2023-06-05,Kota,cough,Bromhexine,75,-0.18,85,0
2023-09-23,Jaipur,cough,Bromhexine,119,-0.08,120,0
2023-07-22,Jaipur,cold,Cetirizine,151,0.56,142,1
2023-04-19,Udaipur,cough,Dextromethorphan,170,0.04,181,0
2023-01-01,Alwar,fever,Aspirin,202,-0.24,191,0
2023-07-14,Jaipur,fever,Ibuprofen,164,-0.32,154,0
2023-09-03,Bharatpur,antibiotic,Amoxicillin,122,2.13,119,1
2023-04-18,Pali,fever,Ibuprofen,268,0.23,258,0
2023-03-12,Ajmer,antibiotic,Amoxicillin,182,0.98,196,1
2023-10-23,Pali,cough,Dextromethorphan,153,0.26,163,0
2023-10-24,Alwar,fever,Paracetamol,112,-0.51,106,0
2023-01-06,Alwar,fever,Aspirin,122,-0.4,132,0
2023-01-02,Kota,antibiotic,Azithromycin,53,0.04,50,0
2023-06-01,Bikaner,fever,Ibuprofen,65,-0.7,51,0
2023-01-06,Jaipur,cold,Chlorpheniramine,179,1.71,178,1
2023-03-31,Sikar,cold,Cetirizine,189,2.78,191,1
2023-04-21,Alwar,cough,Bromhexine,120,-0.41,126,0
2023-12-17,Bharatpur,cough,Dextromethorphan,52,-0.7,61,0
2023-04-17,Ajmer,antibiotic,Amoxicillin,131,-0.28,142,0
2023-12-21,Pali,cold,Chlorpheniramine,171,0.49,165,1
2023-04-28,Sikar,fever,Paracetamol,143,-0.25,142,0
2023-10-18,Sikar,cold,Chlorpheniramine,115,0.06,114,0
2023-07-26,Jodhpur,fever,Aspirin,230,0.27,227,0
2023-12-30,Bharatpur,antibiotic,Azithromycin,100,-0.33,95,0
2023-02-01,Pali,cold,Chlorpheniramine,43,-0.75,54,0
2023-06-22,Udaipur,fever,Paracetamol,150,0.16,139,0
2023-04-03,Jaipur,cold,Cetirizine,127,-0.16,115,0
2023-02-16,Bikaner,cough,Dextromethorphan,146,0.1,155,0
2023-06-15,Alwar,cold,Chlorpheniramine,110,0.21,95,0
2023-09-24,Jaipur,cold,Cetirizine,26,-0.8,23,0
2023-06-08,Alwar,cold,Chlorpheniramine,81,-0.26,86,0
2023-04-06,Kota,antibiotic,Azithromycin,150,1.83,160,1
2023-03-08,Sikar,fever,Aspirin,190,0.02,204,0
2023-09-12,Alwar,fever,Ibuprofen,147,-0.43,139,0
2023-12-09,Jodhpur,fever,Aspirin,128,-0.44,133,0
2023-09-07,Sikar,fever,Ibuprofen,106,-0.4,103,0
2023-06-02,Ajmer,antibiotic,Amoxicillin,24,-0.82,34,0
2023-01-17,Bikaner,cold,Cetirizine,147,-0.15,141,0
2023-10-17,Pali,cold,Chlorpheniramine,97,1.26,102,1
2023-04-30,Jodhpur,cough,Dextromethorphan,233,0.06,233,0
2023-10-26,Ajmer,fever,Aspirin,197,0.08,209,0
2023-08-12,Jaipur,cough,Bromhexine,176,0.48,176,1
2023-04-11,Bikaner,cold,Chlorpheniramine,119,-0.02,106,0
2023-10-26,Sikar,fever,Aspirin,224,0.18,232,0
2023-08-17,Pali,fever,Paracetamol,191,-0.21,200,0
2023-01-22,Bikaner,fever,Ibuprofen,254,2.91,241,1
2023-12-29,Bikaner,fever,Aspirin,218,0.31,211,1
2023-09-30,Ajmer,antibiotic,Amoxicillin,169,6.04,159,1
2023-12-27,Jodhpur,fever,Paracetamol,130,0.3,139,0
2023-07-18,Jodhpur,fever,Paracetamol,113,-0.13,109,0
2023-05-01,Sikar,cold,Cetirizine,41,-0.78,55,0
2023-03-26,Udaipur,cough,Bromhexine,147,2.2,144,1
2023-10-18,Bharatpur,antibiotic,Azithromycin,190,0.9,190,1
2023-04-18,Jodhpur,cold,Chlorpheniramine,153,3.37,150,1
2023-05-11,Udaipur,fever,Aspirin,126,-0.35,120,0
2023-05-14,Bikaner,fever,Aspirin,216,-0.01,202,0
2023-01-03,Bharatpur,fever,Ibuprofen,127,-0.16,132,0
2023-02-24,Udaipur,cough,Bromhexine,143,-0.03,141,0
2023-12-29,Jodhpur,antibiotic,Azithromycin,124,0.05,110,0
2023-05-14,Sikar,antibiotic,Amoxicillin,32,-0.75,31,0
2023-01-31,Bikaner,cold,Cetirizine,176,0.2,180,0
2023-05-07,Bikaner,cough,Bromhexine,143,-0.37,130,0
2023-11-09,Udaipur,antibiotic,Azithromycin,162,1.13,159,1
2023-02-25,Bikaner,fever,Ibuprofen,165,-0.35,177,0
2023-09-03,Sikar,cold,Chlorpheniramine,141,0.23,144,0
2023-09-22,Alwar,antibiotic,Azithromycin,23,-0.21,25,0
2023-05-25,Alwar,fever,Aspirin,246,1.02,244,1
2023-08-20,Jodhpur,cold,Chlorpheniramine,76,-0.5,69,0
2023-08-09,Pali,fever,Paracetamol,201,0.05,197,0
2023-11-20,Alwar,fever,Aspirin,139,-0.43,149,0
2023-02-13,Alwar,cough,Bromhexine,81,-0.33,71,0
2023-03-11,Kota,cold,Chlorpheniramine,32,-0.7,22,0
2023-11-11,Udaipur,cold,Cetirizine,169,0.43,158,1
2023-08-29,Udaipur,cough,Dextromethorphan,47,-0.72,53,0
2023-01-30,Ajmer,cough,Dextromethorphan,219,0.84,207,1
2023-06-15,Jaipur,antibiotic,Azithromycin,74,-0.42,65,0
2023-04-23,Jodhpur,cold,Cetirizine,43,-0.39,39,0
2023-12-05,Jodhpur,antibiotic,Azithromycin,132,0.06,139,0
2023-05-28,Sikar,antibiotic,Azithromycin,134,1.44,137,1
2023-11-30,Alwar,cough,Bromhexine,90,0.11,93,0
2023-02-26,Ajmer,antibiotic,Azithromycin,68,-0.63,77,0
2023-07-15,Sikar,cough,Bromhexine,212,1.33,200,1
2023-03-09,Bharatpur,cold,Chlorpheniramine,60,-0.66,49,0
2023-06-15,Bikaner,fever,Aspirin,196,-0.09,182,0
2023-11-29,Bharatpur,fever,Paracetamol,227,-0.08,233,0
2023-08-07,Udaipur,antibiotic,Azithromycin,178,0.1,178,0
2023-12-06,Jaipur,antibiotic,Amoxicillin,99,0.06,96,0
2023-05-22,Alwar,cough,Dextromethorphan,189,0.45,202,1
2023-11-06,Bharatpur,cold,Chlorpheniramine,142,1.37,128,1
2023-04-16,Ajmer,cough,Bromhexine,133,-0.17,120,0
2023-12-03,Alwar,cold,Cetirizine,128,1.06,120,1
2023-01-04,Udaipur,cough,Dextromethorphan,138,1.94,136,1
2023-12-18,Udaipur,cough,Dextromethorphan,118,-0.14,109,0
2023-02-13,Jaipur,fever,Ibuprofen,204,0.24,212,0
2023-05-04,Jodhpur,cold,Chlorpheniramine,190,1.5,185,1
2023-06-28,Udaipur,fever,Ibuprofen,117,-0.11,113,0
2023-12-19,Jodhpur,fever,Paracetamol,185,0.64,179,1
2023-05-24,Pali,cough,Bromhexine,134,-0.29,139,0
2023-03-02,Sikar,antibiotic,Azithromycin,136,0.01,138,0
2023-12-15,Jodhpur,fever,Paracetamol,137,-0.26,122,0
2023-07-18,Udaipur,cough,Bromhexine,148,0.03,144,0
2023-03-08,Kota,cough,Dextromethorphan,59,-0.69,64,0
2023-08-12,Pali,cold,Cetirizine,116,-0.38,108,0
2023-07-14,Sikar,cough,Bromhexine,202,-0.05,189,0
2023-11-10,Sikar,cough,Bromhexine,153,-0.24,157,0
2023-05-29,Udaipur,antibiotic,Amoxicillin,140,0.16,147,0
2023-05-11,Bikaner,cold,Cetirizine,155,-0.12,158,0
2023-10-31,Ajmer,cold,Cetirizine,159,0.81,165,1
2023-10-13,Jodhpur,cold,Chlorpheniramine,141,-0.26,137,0
2023-01-06,Udaipur,cough,Bromhexine,36,-0.76,24,0
2023-08-24,Kota,antibiotic,Azithromycin,72,-0.52,84,0
2023-02-25,Bikaner,fever,Paracetamol,174,0.35,184,1
2023-06-28,Ajmer,antibiotic,Azithromycin,102,0.5,106,1
2023-11-12,Jodhpur,antibiotic,Azithromycin,71,-0.46,66,0
2023-05-19,Sikar,cough,Bromhexine,173,0.13,161,0
2023-09-27,Bikaner,fever,Aspirin,160,-0.18,163,0
2023-02-17,Bikaner,antibiotic,Azithromycin,166,4.19,166,1
2023-10-13,Alwar,fever,Aspirin,169,0.22,162,0
2023-07-24,Jaipur,antibiotic,Amoxicillin,196,0.98,206,1
2023-07-14,Kota,fever,Aspirin,102,0.28,98,0
2023-04-13,Bharatpur,fever,Paracetamol,86,-0.62,91,0
2023-02-21,Udaipur,antibiotic,Amoxicillin,187,0.34,179,1
2023-08-09,Pali,cough,Dextromethorphan,48,-0.69,33,0
2023-04-30,Bharatpur,antibiotic,Amoxicillin,175,0.43,170,1
2023-07-30,Kota,cough,Dextromethorphan,138,1.34,148,1
2023-04-05,Kota,fever,Aspirin,282,1.76,281,1
2023-08-14,Kota,cold,Cetirizine,121,-0.02,133,0
2023-04-10,Kota,cold,Cetirizine,78,-0.36,85,0
2023-05-07,Pali,cough,Bromhexine,57,-0.57,58,0
2023-02-02,Udaipur,antibiotic,Azithromycin,93,-0.48,84,0
2023-07-23,Bharatpur,fever,Paracetamol,177,1.06,172,1
2023-05-21,Jodhpur,cough,Bromhexine,64,-0.74,71,0
2023-11-10,Bharatpur,antibiotic,Azithromycin,121,-0.36,114,0
2023-10-05,Udaipur,fever,Paracetamol,274,0.83,271,1
2023-05-13,Bikaner,cold,Chlorpheniramine,180,0.51,194,1
2023-10-16,Alwar,fever,Paracetamol,204,0.82,193,1
2023-09-03,Bharatpur,fever,Ibuprofen,79,-0.38,87,0
2023-09-01,Bharatpur,cold,Chlorpheniramine,69,-0.51,78,0
2023-09-10,Jaipur,fever,Paracetamol,155,-0.46,149,0
2023-09-21,Bharatpur,antibiotic,Azithromycin,55,-0.55,63,0
2023-12-24,Bharatpur,antibiotic,Amoxicillin,20,-0.89,27,0
2023-08-04,Jaipur,cold,Cetirizine,79,2.04,91,1
2023-12-11,Jaipur,fever,Paracetamol,219,0.41,220,1
2023-03-23,Pali,antibiotic,Amoxicillin,32,-0.47,30,0
2023-05-08,Udaipur,fever,Ibuprofen,156,0.33,154,1
2023-02-23,Bikaner,fever,Aspirin,189,0.18,182,0
2023-02-13,Sikar,cough,Dextromethorphan,166,1.52,163,1
2023-08-24,Bharatpur,cold,Chlorpheniramine,36,-0.48,31,0
2023-12-02,Udaipur,fever,Paracetamol,126,-0.54,121,0
2023-09-11,Alwar,cough,Bromhexine,105,0.17,119,0
2023-03-31,Bikaner,cold,Chlorpheniramine,124,-0.31,126,0
2023-06-18,Udaipur,cold,Chlorpheniramine,55,-0.58,47,0
2023-09-17,Sikar,cold,Chlorpheniramine,129,-0.09,116,0
2023-06-27,Udaipur,cold,Cetirizine,152,-0.1,163,0
2023-01-30,Ajmer,antibiotic,Azithromycin,33,-0.68,20,0
2023-12-14,Jaipur,cold,Chlorpheniramine,81,-0.55,72,0
2023-03-16,Kota,fever,Paracetamol,113,-0.39,98,0
2023-06-21,Jodhpur,antibiotic,Amoxicillin,33,-0.82,28,0
2023-05-27,Udaipur,cough,Bromhexine,171,3.75,165,1
2023-08-24,Jodhpur,antibiotic,Amoxicillin,56,0.7,48,1
2023-08-21,Bharatpur,cough,Bromhexine,160,2.27,169,1
2023-07-12,Kota,cold,Cetirizine,114,0.46,109,1
2023-09-04,Udaipur,antibiotic,Azithromycin,42,-0.55,50,0
2023-03-29,Udaipur,cold,Cetirizine,183,0.2,187,0
2023-10-02,Bikaner,fever,Aspirin,261,0.38,250,1
2023-03-11,Jaipur,cough,Dextromethorphan,181,0.21,180,0
2023-12-17,Bharatpur,cough,Dextromethorphan,166,2.19,169,1
2023-06-23,Ajmer,fever,Paracetamol,104,-0.25,96,0
2023-06-09,Bikaner,fever,Aspirin,91,-0.65,80,0
2023-06-25,Kota,cough,Bromhexine,127,0.69,117,1
2023-12-05,Pali,antibiotic,Azithromycin,144,2.6,142,1
2023-11-12,Alwar,cold,Chlorpheniramine,73,-0.1,87,0
2023-09-09,Bharatpur,fever,Paracetamol,189,0.07,203,0
2023-07-26,Jodhpur,antibiotic,Azithromycin,173,1.44,163,1
2023-04-09,Jaipur,cold,Chlorpheniramine,150,0.85,157,1
2023-06-30,Bikaner,cough,Bromhexine,68,-0.52,66,0
2023-12-22,Jodhpur,cold,Chlorpheniramine,187,0.33,190,1
2023-04-11,Bikaner,fever,Aspirin,202,1.22,204,1
2023-09-29,Jaipur,cold,Chlorpheniramine,123,-0.18,112,0
2023-04-25,Jodhpur,fever,Ibuprofen,226,0.26,223,0
2023-02-18,Kota,cold,Chlorpheniramine,83,1.59,74,1
2023-01-07,Kota,cold,Chlorpheniramine,63,-0.24,56,0
2023-06-07,Ajmer,antibiotic,Azithromycin,73,1.21,85,1
2023-07-25,Ajmer,cold,Cetirizine,20,-0.87,27,0
2023-02-02,Jodhpur,cough,Bromhexine,117,0.83,105,1
2023-10-19,Udaipur,cold,Chlorpheniramine,135,1.45,134,1
2023-02-26,Ajmer,fever,Ibuprofen,172,0.5,180,1
2023-07-18,Bharatpur,cough,Bromhexine,191,0.19,178,0
2023-11-11,Jaipur,antibiotic,Azithromycin,84,0.14,81,0
2023-12-01,Bikaner,cough,Dextromethorphan,114,-0.22,123,0
2023-01-23,Sikar,cough,Dextromethorphan,213,0.28,199,0
2023-02-22,Sikar,fever,Paracetamol,132,-0.08,144,0
2023-02-07,Bharatpur,cough,Bromhexine,209,0.09,202,0
2023-03-12,Jaipur,cold,Cetirizine,165,1.09,173,1
2023-11-10,Bikaner,fever,Aspirin,144,-0.29,129,0
2023-07-11,Pali,cold,Cetirizine,179,0.54,188,1
2023-06-13,Pali,antibiotic,Amoxicillin,175,4.47,183,1
2023-06-06,Kota,antibiotic,Azithromycin,156,1.17,151,1
2023-12-03,Alwar,cough,Bromhexine,204,0.94,214,1
2023-04-29,Alwar,antibiotic,Azithromycin,145,5.3,148,1
2023-10-08,Bikaner,cough,Dextromethorphan,178,0.56,163,1
2023-05-05,Bharatpur,cough,Dextromethorphan,134,-0.19,141,0
2023-02-12,Sikar,antibiotic,Amoxicillin,46,0.44,35,1
2023-02-15,Ajmer,cold,Chlorpheniramine,98,-0.47,85,0
2023-05-26,Bikaner,antibiotic,Azithromycin,158,-0.05,150,0
2023-12-11,Kota,antibiotic,Amoxicillin,184,-0.08,179,0
2023-10-27,Sikar,cough,Bromhexine,129,-0.25,115,0
2023-01-26,Jodhpur,cold,Cetirizine,21,-0.51,14,0
2023-07-03,Bharatpur,cough,Bromhexine,207,-0.01,219,0
2023-08-28,Jaipur,fever,Ibuprofen,132,-0.35,139,0
2023-05-12,Pali,antibiotic,Azithromycin,104,-0.28,94,0
2023-04-23,Pali,cold,Chlorpheniramine,28,-0.71,16,0
2023-11-10,Kota,cold,Cetirizine,134,0.18,148,0
2023-04-13,Pali,cold,Chlorpheniramine,80,1.86,71,1
2023-08-12,Jaipur,fever,Ibuprofen,132,0.0,132,0
2023-03-15,Kota,fever,Paracetamol,231,1.04,228,1
2023-01-10,Ajmer,cough,Bromhexine,152,0.14,156,0
2023-01-08,Alwar,antibiotic,Amoxicillin,78,-0.53,80,0
2023-12-18,Alwar,cough,Bromhexine,68,-0.67,72,0
2023-08-24,Udaipur,fever,Aspirin,116,-0.08,124,0
2023-01-14,Bharatpur,cold,Chlorpheniramine,196,4.44,202,1
2023-07-27,Kota,cough,Dextromethorphan,158,0.14,161,0
2023-07-24,Alwar,antibiotic,Amoxicillin,195,1.5,187,1
2023-03-08,Sikar,cold,Cetirizine,94,1.29,103,1
2023-04-10,Bharatpur,cold,Chlorpheniramine,20,-0.9,33,0
2023-01-23,Jodhpur,antibiotic,Amoxicillin,109,0.95,121,1
2023-10-24,Udaipur,cough,Dextromethorphan,171,0.45,178,1
2023-01-27,Kota,antibiotic,Amoxicillin,82,-0.55,71,0
2023-03-05,Bikaner,cold,Cetirizine,147,-0.05,159,0
2023-05-30,Ajmer,cough,Bromhexine,45,-0.7,41,0
2023-06-09,Udaipur,cough,Dextromethorphan,45,-0.74,38,0
2023-11-19,Kota,cough,Bromhexine,167,0.31,160,1
2023-07-21,Udaipur,fever,Ibuprofen,216,0.38,205,1
2023-09-30,Alwar,cough,Dextromethorphan,179,-0.05,168,0
2023-08-17,Bharatpur,cough,Dextromethorphan,127,-0.05,113,0
2023-01-29,Bharatpur,cold,Chlorpheniramine,92,3.6,92,1
2023-11-06,Jodhpur,antibiotic,Azithromycin,107,-0.38,94,0
2023-10-14,Pali,fever,Aspirin,214,2.4,224,1
2023-07-22,Ajmer,fever,Aspirin,250,0.27,244,0
2023-06-02,Pali,fever,Aspirin,254,0.19,257,0
2023-08-19,Pali,cough,Bromhexine,203,2.56,193,1
2023-11-20,Udaipur,cold,Cetirizine,75,-0.59,72,0
2023-07-27,Kota,cold,Chlorpheniramine,111,0.76,96,1
2023-01-08,Jaipur,cold,Chlorpheniramine,138,0.12,136,0
2023-05-23,Udaipur,cold,Cetirizine,182,1.43,186,1
2023-07-24,Alwar,antibiotic,Azithromycin,135,-0.07,149,0
2023-11-16,Alwar,cough,Dextromethorphan,80,-0.55,69,0
2023-03-12,Ajmer,antibiotic,Azithromycin,163,1.23,164,1
2023-05-22,Sikar,cough,Bromhexine,101,-0.22,100,0
