report_date,district,disease_name,confirmed_cases,recovered_cases,death_count,outbreak_status,weekly_case_growth,historical_average_cases
2023-03-22,Bharatpur,Dengue,42,32,0,High,2.0,35
2023-08-13,Kota,Dengue,51,44,0,Low,-0.16,54
2023-09-22,Sikar,Dengue,86,58,1,Medium,0.69,92
2023-09-26,Udaipur,Dengue,108,76,2,High,1.63,89
2023-01-03,Ajmer,Malaria,5,3,0,Low,-0.29,4
2023-06-04,Udaipur,Malaria,45,30,0,Low,-0.21,32
2023-08-25,Jodhpur,COVID-19,148,115,1,Low,-0.46,122
2023-01-05,Udaipur,Dengue,105,81,2,Low,-0.03,108
2023-06-22,Ajmer,COVID-19,235,152,5,Medium,2.22,246
2023-05-14,Kota,Malaria,78,53,0,High,10.14,77
2023-10-23,Jodhpur,Dengue,45,34,0,Low,0.1,40
2023-09-27,Udaipur,Dengue,23,16,0,Low,-0.78,17
2023-02-22,Alwar,Dengue,27,23,0,Low,-0.44,21
2023-10-01,Bikaner,Malaria,19,16,0,Low,-0.37,18
2023-02-04,Ajmer,Dengue,63,49,1,Low,-0.15,52
2023-04-20,Kota,COVID-19,35,26,0,Low,-0.75,30
2023-07-06,Alwar,Malaria,28,18,0,Low,-0.26,20
2023-08-10,Udaipur,Dengue,86,66,1,High,2.74,75
2023-05-14,Jaipur,Dengue,102,72,1,Medium,0.24,110
2023-05-12,Jodhpur,COVID-19,159,130,1,Low,0.07,151
2023-08-08,Jodhpur,Malaria,74,62,2,High,0.68,67
2023-03-07,Kota,Dengue,92,66,1,Medium,0.8,100
2023-01-18,Bharatpur,COVID-19,254,188,3,Low,-0.13,196
2023-05-22,Sikar,COVID-19,237,206,2,Low,0.08,170
2023-11-28,Bharatpur,Malaria,71,43,0,Low,-0.01,77
2023-08-01,Ajmer,Malaria,13,11,0,High,1.6,11
2023-12-02,Jodhpur,COVID-19,288,187,8,High,0.81,218
2023-06-28,Kota,Dengue,93,59,1,Low,0.01,90
2023-11-14,Jaipur,COVID-19,216,175,6,Medium,0.28,226
2023-07-16,Sikar,COVID-19,196,132,4,Low,-0.17,144
2023-02-21,Jodhpur,Dengue,94,77,0,High,1.09,74
2023-07-13,Sikar,Malaria,18,11,0,Low,-0.56,16
2023-05-17,Jodhpur,Malaria,22,13,0,Low,-0.7,21
2023-05-07,Pali,Dengue,19,15,0,Low,-0.53,20
2023-10-21,Jaipur,COVID-19,120,106,3,Low,-0.44,102
2023-02-21,Alwar,Dengue,112,79,3,High,3.15,96
2023-05-31,Udaipur,Malaria,48,43,0,Low,0.07,37
2023-05-23,Udaipur,COVID-19,74,64,1,Low,-0.7,57
2023-02-03,Kota,Malaria,74,46,0,Low,-0.05,53
2023-06-29,Pali,Malaria,8,6,0,Low,-0.33,6
2023-02-10,Kota,Dengue,55,37,0,Low,-0.41,41
2023-12-18,Jodhpur,Dengue,98,65,1,Low,0.04,98
2023-06-19,Pali,Dengue,90,71,1,Medium,3.74,91
2023-06-07,Sikar,Dengue,31,20,0,Low,-0.64,24
2023-09-16,Bikaner,Dengue,30,18,0,Low,-0.72,31
2023-06-02,Bikaner,Dengue,5,3,0,Low,-0.83,4
2023-07-01,Bharatpur,Dengue,81,64,0,High,0.93,79
2023-07-29,Alwar,Malaria,53,41,1,High,0.89,45
2023-05-01,Jodhpur,Malaria,44,33,0,High,1.0,33
2023-06-26,Pali,Malaria,47,31,1,High,4.88,32
2023-04-16,Pali,COVID-19,153,125,2,High,1.89,121
2023-01-17,Alwar,Dengue,11,7,0,Low,-0.9,10
2023-08-28,Ajmer,COVID-19,218,176,4,Low,-0.07,210
2023-12-27,Bharatpur,COVID-19,88,64,1,Low,-0.65,92
2023-10-24,Pali,Dengue,14,11,0,Low,-0.84,15
2023-05-02,Bharatpur,Malaria,40,26,1,Low,-0.44,40
2023-09-19,Pali,Malaria,32,20,0,Low,-0.32,28
2023-03-15,Pali,Malaria,11,6,0,Low,-0.66,8
2023-01-06,Alwar,Dengue,79,60,0,High,6.18,70
2023-04-07,Jaipur,COVID-19,48,33,1,Low,-0.6,36
2023-10-31,Kota,COVID-19,276,237,3,High,6.89,230
2023-09-10,Jodhpur,Malaria,29,24,0,Low,-0.34,30
2023-09-07,Sikar,Malaria,46,29,0,High,1.56,41
2023-12-24,Sikar,Malaria,12,9,0,Low,-0.74,11
2023-12-14,Jodhpur,COVID-19,172,141,3,Low,-0.4,181
2023-08-07,Sikar,Dengue,75,58,1,Medium,1.42,81
2023-08-10,Jaipur,Malaria,40,27,0,High,0.33,29
2023-06-21,Sikar,COVID-19,122,89,3,Low,-0.38,101
2023-05-16,Jodhpur,Malaria,13,8,0,Low,-0.55,14
2023-03-13,Ajmer,Dengue,107,71,2,High,0.7,80
2023-12-22,Ajmer,Dengue,90,75,0,Low,-0.16,68
2023-01-13,Kota,Dengue,24,15,0,Low,-0.56,21
2023-02-11,Pali,Dengue,44,27,0,High,2.14,43
2023-11-09,Udaipur,Dengue,61,53,1,Low,-0.29,52
2023-07-10,Sikar,Malaria,31,26,0,High,1.58,24
2023-08-30,Bharatpur,Dengue,82,65,1,Low,0.01,72
2023-10-02,Ajmer,Malaria,31,21,0,High,1.38,21
2023-06-18,Bikaner,Malaria,21,16,0,Medium,0.11,20
2023-02-06,Jaipur,Malaria,7,4,0,Low,-0.82,5
2023-08-27,Alwar,Malaria,73,54,0,High,0.38,63
2023-11-17,Bharatpur,COVID-19,85,66,1,Low,-0.03,71
2023-07-01,Sikar,COVID-19,248,162,4,High,1.03,199
2023-07-15,Ajmer,Malaria,19,11,0,Low,-0.39,17
2023-06-08,Kota,Malaria,46,32,0,Low,-0.38,43
2023-09-26,Bikaner,Dengue,47,39,1,Medium,8.4,50
2023-04-22,Bharatpur,Malaria,56,35,1,High,0.4,47
2023-05-05,Alwar,COVID-19,132,87,2,Medium,0.4,135
2023-09-25,Jodhpur,Malaria,7,6,0,Low,-0.46,6
2023-07-19,Bharatpur,Malaria,58,47,0,Low,0.04,45
2023-06-07,Alwar,COVID-19,215,139,3,High,0.63,214
2023-08-13,Kota,Malaria,28,23,0,Low,-0.39,23
2023-12-01,Pali,Dengue,27,17,0,Low,-0.39,29
2023-07-11,Bikaner,COVID-19,50,35,0,Low,-0.77,36
2023-06-22,Jodhpur,COVID-19,69,47,1,Low,-0.6,72
2023-06-18,Ajmer,Dengue,70,57,1,Low,-0.22,51
2023-03-14,Bharatpur,Dengue,33,28,0,Low,-0.6,24
2023-08-16,Alwar,Dengue,84,68,1,Low,0.06,67
2023-01-15,Ajmer,COVID-19,215,187,5,Low,-0.01,174
2023-04-23,Jodhpur,Dengue,98,61,1,Low,0.0,85
2023-07-08,Jaipur,Dengue,54,33,0,Low,-0.47,48
2023-07-19,Jodhpur,Dengue,11,9,0,Low,-0.89,8
2023-01-05,Bharatpur,Dengue,78,49,0,High,1.36,59
2023-04-24,Pali,COVID-19,184,112,4,Medium,0.2,201
2023-05-26,Alwar,Malaria,40,29,0,Low,-0.45,32
2023-06-10,Sikar,Dengue,113,90,2,High,0.51,88
2023-12-22,Bharatpur,Dengue,66,41,0,Low,-0.15,48
2023-06-03,Pali,Dengue,83,52,1,Medium,2.07,89
2023-06-10,Pali,Malaria,3,2,0,Low,-0.73,2
2023-06-11,Ajmer,Dengue,22,15,0,Low,-0.69,19
2023-04-18,Sikar,COVID-19,64,46,1,Low,-0.74,70
2023-08-22,Bharatpur,COVID-19,88,58,1,Low,0.04,81
2023-02-20,Pali,COVID-19,71,45,1,Low,-0.61,54
2023-12-05,Jodhpur,Dengue,15,10,0,Medium,0.36,15
2023-12-01,Jaipur,Malaria,61,52,0,Medium,7.71,65
2023-01-18,Alwar,Dengue,6,3,0,Low,-0.93,5
2023-09-29,Alwar,Dengue,73,63,0,High,11.17,53
2023-04-07,Alwar,Malaria,6,3,0,Low,-0.85,6
2023-08-11,Pali,Dengue,24,16,0,Low,-0.71,18
2023-06-18,Ajmer,Malaria,41,33,0,High,1.16,40
2023-06-14,Sikar,Dengue,21,16,0,Low,-0.81,16
2023-01-29,Jodhpur,COVID-19,69,54,1,Low,0.0,75
2023-02-28,Pali,COVID-19,43,35,1,Low,-0.39,33
2023-01-15,Jaipur,COVID-19,232,171,4,High,3.83,225
2023-10-16,Ajmer,Dengue,92,64,1,High,3.18,87
2023-12-24,Bikaner,COVID-19,181,124,3,Medium,2.62,188
2023-01-08,Bikaner,COVID-19,282,197,8,High,0.56,280
2023-10-16,Kota,Malaria,40,30,0,High,0.43,30
2023-07-14,Jodhpur,Dengue,13,7,0,Low,-0.13,14
2023-08-27,Jodhpur,Dengue,103,77,1,High,6.92,89
2023-10-04,Sikar,Dengue,56,48,0,High,1.67,43
2023-10-16,Ajmer,Malaria,52,41,1,Medium,0.27,57
2023-08-02,Alwar,Malaria,42,27,0,High,6.0,32
2023-02-15,Ajmer,Dengue,50,42,0,Low,-0.46,50
2023-06-11,Bikaner,Dengue,78,65,2,Medium,0.66,78
2023-03-02,Sikar,Malaria,55,39,0,High,0.77,48
2023-02-21,Udaipur,COVID-19,258,175,5,High,2.49,214
2023-04-03,Pali,Dengue,43,37,0,High,0.79,42
2023-04-15,Jaipur,Malaria,56,43,0,Low,-0.08,60
2023-06-25,Bharatpur,Malaria,3,2,0,Low,-0.95,2
2023-05-07,Pali,Malaria,22,17,0,Medium,6.33,24
2023-07-13,Pali,COVID-19,126,98,1,High,1.93,94
2023-01-04,Bharatpur,Dengue,76,67,0,Medium,0.15,63
2023-02-06,Bikaner,COVID-19,125,103,1,Low,-0.56,107
2023-01-22,Kota,Malaria,23,18,0,Low,-0.42,16
2023-06-26,Bikaner,Malaria,6,5,0,Low,-0.71,6
2023-09-07,Pali,COVID-19,53,40,1,Low,-0.58,43
2023-04-22,Jaipur,COVID-19,273,236,4,Medium,0.18,266
2023-12-12,Jaipur,COVID-19,182,130,1,Low,-0.33,182
2023-06-12,Udaipur,Malaria,8,5,0,Low,-0.83,8
2023-11-16,Kota,Malaria,54,32,1,Medium,1.35,55
2023-02-12,Alwar,Dengue,39,31,0,Low,-0.47,36
2023-09-09,Alwar,COVID-19,121,103,0,Low,-0.44,86
2023-11-09,Bikaner,COVID-19,23,14,0,Low,-0.82,19
2023-09-03,Jodhpur,COVID-19,175,107,4,High,1.54,127
2023-11-21,Alwar,Dengue,48,36,0,Medium,0.23,46
2023-07-24,Bharatpur,Malaria,48,34,0,High,15.0,37
2023-06-10,Jaipur,COVID-19,262,220,7,High,0.44,210
2023-11-10,Ajmer,Malaria,64,47,1,Medium,0.23,60
2023-10-05,Alwar,Dengue,45,31,1,Low,-0.06,37
2023-06-10,Bharatpur,Malaria,39,27,0,Low,-0.19,40
2023-05-18,Udaipur,COVID-19,72,53,0,Low,-0.72,53
2023-04-06,Alwar,Malaria,78,53,0,High,0.86,75
2023-05-07,Jodhpur,Dengue,95,69,2,Low,-0.08,92
2023-02-02,Udaipur,Dengue,33,20,0,Low,-0.46,26
2023-07-10,Bharatpur,Malaria,33,27,0,Low,-0.15,31
2023-02-22,Jodhpur,COVID-19,297,253,2,High,0.7,249
2023-03-07,Ajmer,Malaria,19,12,0,Low,-0.7,13
2023-08-04,Jaipur,Malaria,22,14,0,Low,-0.61,21
2023-08-25,Jaipur,Malaria,68,53,1,High,2.09,51
2023-04-03,Jaipur,Malaria,78,57,0,Medium,0.15,63
2023-06-04,Jaipur,Dengue,9,6,0,Low,-0.83,9
2023-11-03,Sikar,Malaria,24,16,0,Low,-0.56,24
2023-07-15,Bharatpur,COVID-19,44,36,0,Low,-0.5,38
2023-02-28,Jodhpur,Malaria,10,6,0,Medium,0.43,10
2023-02-22,Bikaner,Malaria,56,41,1,High,8.33,40
2023-03-21,Jaipur,Dengue,99,81,1,High,10.0,77
2023-12-11,Sikar,Malaria,49,32,1,High,1.04,36
2023-10-14,Jaipur,Malaria,22,16,0,Low,-0.72,16
2023-12-26,Alwar,COVID-19,266,228,2,High,1.2,244
2023-07-18,Bharatpur,Dengue,32,20,0,Low,-0.58,32
2023-11-01,Kota,Malaria,73,56,1,High,0.35,55
2023-10-11,Bikaner,COVID-19,113,85,0,High,3.91,95
2023-11-03,Sikar,Dengue,20,14,0,Low,-0.64,21
2023-04-03,Pali,Dengue,6,4,0,Low,-0.86,5
2023-06-21,Jodhpur,COVID-19,299,221,6,Low,0.01,271
2023-01-19,Kota,COVID-19,152,116,3,Low,-0.45,152
2023-03-15,Alwar,Malaria,31,24,0,Low,-0.6,33
2023-06-26,Alwar,Malaria,14,9,0,Low,-0.55,13
2023-03-06,Kota,Malaria,41,27,0,Low,-0.44,39
2023-11-08,Pali,Dengue,51,31,0,High,7.5,43
2023-12-21,Bikaner,Malaria,76,62,0,Medium,0.36,81
2023-10-23,Sikar,Malaria,63,39,1,Medium,0.29,62
2023-09-03,Ajmer,COVID-19,263,167,2,Medium,0.22,282
2023-12-23,Ajmer,Dengue,18,15,0,Low,-0.64,15
2023-02-25,Sikar,Malaria,33,29,0,Low,-0.48,33
2023-02-17,Pali,COVID-19,199,123,1,High,2.75,177
2023-07-25,Jaipur,Dengue,94,76,2,Low,-0.05,70
2023-07-25,Ajmer,COVID-19,120,104,1,Low,-0.54,127
2023-01-27,Bikaner,COVID-19,122,85,3,Low,0.08,103
2023-10-20,Bharatpur,Malaria,42,28,0,Medium,0.27,44
2023-08-26,Sikar,COVID-19,25,17,0,Low,-0.61,26
2023-04-28,Kota,Malaria,56,45,1,High,0.37,43
2023-04-24,Bikaner,Dengue,17,10,0,Low,-0.78,14
2023-04-01,Alwar,Dengue,51,35,0,Medium,0.13,48
2023-02-01,Ajmer,Dengue,113,70,1,Medium,5.28,123
2023-01-01,Bharatpur,Malaria,18,15,0,Low,-0.57,19
2023-06-29,Jaipur,Dengue,45,39,1,Low,-0.52,43
2023-10-06,Udaipur,Dengue,110,79,1,High,2.33,104
2023-05-07,Bikaner,Malaria,27,22,0,Low,-0.64,20
2023-09-18,Jaipur,Dengue,40,32,1,Low,-0.11,43
2023-11-30,Pali,Dengue,46,31,1,Low,-0.1,38
2023-04-25,Bharatpur,Dengue,97,71,2,High,2.03,75
2023-04-22,Sikar,Malaria,52,32,0,High,0.58,40
2023-02-13,Alwar,Dengue,62,45,1,Medium,0.22,50
2023-02-14,Alwar,COVID-19,153,131,3,Low,-0.42,108
2023-02-15,Ajmer,COVID-19,39,28,0,Low,-0.68,28
2023-05-09,Jodhpur,Malaria,61,50,0,High,5.1,43
2023-01-02,Alwar,COVID-19,145,115,0,Low,-0.05,151
2023-11-09,Bikaner,Dengue,86,71,0,Medium,4.06,91
2023-12-29,Bikaner,COVID-19,120,103,0,Low,-0.02,99
2023-05-30,Bharatpur,COVID-19,20,14,0,Low,-0.55,14
2023-01-01,Bikaner,Dengue,85,67,0,Low,-0.01,84
2023-05-26,Bharatpur,Dengue,92,63,2,Low,-0.05,92
2023-07-26,Alwar,Malaria,21,16,0,High,0.5,18
2023-03-24,Bikaner,Malaria,38,32,0,Medium,0.41,41
2023-04-12,Pali,Dengue,16,13,0,Low,-0.65,11
2023-09-30,Bikaner,COVID-19,67,44,1,Low,-0.44,53
2023-01-26,Bharatpur,Dengue,18,11,0,Low,-0.8,17
2023-12-09,Udaipur,Malaria,24,18,0,High,2.0,21
2023-12-15,Pali,Malaria,24,15,0,Low,0.09,20
2023-01-31,Sikar,Malaria,34,23,0,Low,-0.35,29
2023-01-22,Jaipur,Dengue,70,61,0,Medium,0.75,73
2023-05-28,Ajmer,Dengue,6,4,0,Low,-0.95,5
2023-04-10,Jaipur,COVID-19,170,141,3,Low,-0.35,146
2023-07-19,Bharatpur,Dengue,105,91,0,Medium,4.83,113
2023-05-20,Kota,Malaria,42,34,1,Low,-0.25,44
2023-01-20,Jodhpur,COVID-19,146,105,2,Low,-0.51,118
2023-01-05,Pali,Dengue,102,87,2,Medium,5.38,112
2023-12-01,Bharatpur,COVID-19,20,12,0,Low,0.0,21
2023-05-29,Bharatpur,Malaria,73,51,2,Medium,3.06,75
2023-09-20,Pali,COVID-19,95,67,1,Low,-0.52,90
2023-04-01,Jodhpur,Malaria,32,27,0,Low,-0.48,26
2023-11-05,Ajmer,COVID-19,26,21,0,Low,-0.33,21
2023-11-23,Udaipur,Dengue,115,90,1,Low,0.05,110
2023-06-28,Sikar,Malaria,33,22,0,Low,-0.03,27
2023-02-09,Jaipur,Malaria,64,38,0,High,1.91,47
2023-08-07,Alwar,COVID-19,234,167,6,High,0.61,214
2023-04-05,Ajmer,Malaria,14,11,0,Low,-0.26,14
2023-09-04,Udaipur,COVID-19,179,110,3,High,1.49,144
2023-12-21,Bharatpur,Dengue,113,89,0,Low,0.08,107
2023-11-09,Jodhpur,Dengue,68,45,0,Low,-0.28,61
2023-03-08,Bharatpur,Dengue,76,54,1,Low,-0.33,80
2023-04-21,Udaipur,COVID-19,88,75,0,Low,-0.51,89
2023-01-19,Jaipur,COVID-19,71,47,2,Low,-0.58,57
2023-12-14,Pali,Dengue,74,53,1,Low,-0.27,80
2023-01-12,Bikaner,Malaria,69,57,1,Medium,0.82,75
2023-02-20,Kota,Malaria,77,62,1,High,0.83,75
2023-09-02,Udaipur,Malaria,77,63,0,High,2.21,62
2023-05-30,Bikaner,COVID-19,193,152,1,High,1.88,176
2023-08-07,Kota,Dengue,89,77,2,High,2.71,69
2023-08-16,Alwar,Malaria,59,37,0,High,1.81,51
2023-08-01,Sikar,Dengue,91,71,2,High,3.55,66
2023-03-13,Pali,Dengue,51,38,1,Low,-0.31,40
2023-01-09,Ajmer,COVID-19,225,187,4,Medium,7.65,246
2023-05-09,Alwar,Dengue,64,54,1,Low,0.03,59
2023-12-16,Udaipur,COVID-19,200,177,1,High,1.27,172
2023-05-09,Jodhpur,Dengue,45,33,0,Low,-0.34,44
2023-03-06,Jodhpur,Malaria,44,33,1,High,0.38,41
2023-01-21,Jodhpur,Malaria,30,25,0,Low,-0.32,22
2023-09-10,Sikar,Dengue,34,24,0,Low,-0.63,33
2023-01-11,Kota,Dengue,35,27,0,Low,-0.61,26
2023-04-06,Jaipur,COVID-19,187,155,4,High,1.63,167
2023-07-28,Pali,Malaria,25,19,0,Low,0.04,26
2023-04-15,Jaipur,Malaria,9,5,0,Low,-0.86,9
2023-09-10,Udaipur,COVID-19,32,22,0,Low,-0.84,27
2023-04-26,Bharatpur,Malaria,76,49,1,Low,0.04,60
2023-02-25,Jodhpur,Dengue,46,33,0,Low,0.02,42
2023-08-14,Sikar,Malaria,34,23,0,Low,0.03,29
2023-03-14,Udaipur,Dengue,7,6,0,Low,-0.94,6
2023-07-17,Alwar,Dengue,77,67,1,Medium,0.2,58
2023-11-10,Ajmer,COVID-19,33,20,0,Low,-0.85,25
2023-01-23,Udaipur,Malaria,61,38,1,Low,-0.21,59
2023-06-27,Bikaner,Malaria,54,42,1,Low,-0.22,44
2023-06-14,Bharatpur,COVID-19,67,50,1,Medium,2.35,69
2023-09-25,Sikar,COVID-19,190,140,4,High,6.6,143
2023-11-02,Kota,Malaria,18,12,0,Low,-0.77,14
2023-01-01,Jaipur,Dengue,58,43,0,Low,-0.17,57
2023-07-13,Ajmer,Malaria,20,16,0,High,0.43,19
2023-04-21,Kota,Dengue,94,75,0,Medium,1.69,97
2023-08-01,Bikaner,Malaria,45,39,1,Low,-0.17,39
2023-12-04,Udaipur,COVID-19,210,152,6,High,5.56,206
2023-04-29,Udaipur,Malaria,8,6,0,Low,-0.87,5
2023-02-19,Pali,Malaria,62,55,1,High,1.48,46
2023-06-28,Bharatpur,Malaria,5,3,0,Low,-0.93,5
2023-01-20,Jodhpur,Malaria,15,10,0,Low,-0.5,12
2023-02-17,Udaipur,Malaria,43,32,0,High,4.38,38
2023-07-02,Sikar,Dengue,103,81,2,High,2.03,100
2023-03-17,Kota,COVID-19,48,41,0,Low,-0.68,40
2023-06-29,Udaipur,Malaria,42,33,1,Low,-0.02,39
2023-05-25,Jodhpur,Malaria,54,47,1,High,2.6,39
2023-12-26,Kota,COVID-19,211,146,6,Medium,3.4,225
2023-08-03,Ajmer,Dengue,13,10,0,High,1.17,11
2023-01-28,Bharatpur,Dengue,59,46,0,Low,-0.22,41
2023-10-05,Sikar,Malaria,40,31,0,Medium,0.18,38
2023-12-03,Ajmer,Malaria,74,46,1,High,2.7,73
2023-11-18,Ajmer,Dengue,44,27,0,High,2.38,31
2023-06-28,Sikar,Dengue,24,16,0,Low,-0.77,17
2023-08-02,Ajmer,Malaria,24,19,0,Low,-0.68,17
2023-02-04,Pali,COVID-19,232,205,5,Medium,1.44,249
2023-04-29,Ajmer,Malaria,9,6,0,Low,-0.62,9
2023-05-19,Jodhpur,Malaria,21,15,0,Low,-0.61,19
2023-04-27,Pali,Malaria,65,53,1,Low,0.05,58
2023-10-05,Sikar,COVID-19,127,76,2,Low,-0.33,93
2023-03-20,Udaipur,Malaria,67,55,1,High,0.6,53
2023-03-29,Kota,Dengue,71,47,1,Low,-0.24,52
2023-01-14,Udaipur,COVID-19,113,71,2,Low,-0.46,108
2023-10-31,Bikaner,COVID-19,234,182,5,Medium,0.21,214
2023-05-02,Ajmer,Dengue,93,76,1,High,1.11,85
2023-09-15,Ajmer,Dengue,90,72,1,Low,-0.03,78
2023-09-06,Alwar,COVID-19,183,126,4,Low,-0.22,151
2023-05-30,Sikar,Malaria,62,49,1,High,0.55,60
2023-11-06,Udaipur,Malaria,68,51,0,Low,0.01,62
2023-01-07,Bikaner,Dengue,104,90,1,Medium,0.22,103
2023-12-16,Bharatpur,COVID-19,244,206,3,Medium,2.64,258
2023-02-26,Sikar,COVID-19,176,152,5,High,0.39,151
2023-11-28,Ajmer,Dengue,58,43,0,Low,-0.36,43
2023-08-01,Jaipur,COVID-19,75,58,1,Low,-0.6,75
2023-04-19,Ajmer,Dengue,14,8,0,Low,-0.76,14
2023-01-21,Alwar,Dengue,73,60,1,Low,-0.05,71
2023-08-06,Kota,Dengue,67,44,0,Low,-0.06,57
2023-09-27,Jaipur,Malaria,15,12,0,High,0.67,10
2023-09-12,Jaipur,Dengue,106,83,2,Medium,0.83,107
2023-05-11,Ajmer,Malaria,5,4,0,Low,-0.44,4
2023-11-27,Bharatpur,Dengue,68,45,1,Medium,0.15,62
2023-09-29,Alwar,Dengue,69,60,1,Low,-0.05,62
2023-12-19,Bikaner,COVID-19,88,74,2,Low,-0.62,62
2023-02-15,Kota,Malaria,78,58,0,High,3.33,54
2023-09-20,Kota,Dengue,105,72,2,High,0.57,85
2023-12-22,Jodhpur,Malaria,63,47,0,High,2.0,59
2023-01-02,Sikar,COVID-19,299,183,1,High,0.7,223
2023-11-21,Jodhpur,Dengue,81,65,0,High,0.76,77
2023-07-21,Jaipur,COVID-19,184,155,4,Medium,1.45,197
2023-10-16,Bharatpur,Dengue,75,53,0,Low,0.1,63
2023-11-26,Pali,Malaria,58,47,1,Low,-0.11,56
2023-01-27,Udaipur,Malaria,39,32,1,Low,-0.43,36
2023-04-02,Pali,Malaria,50,39,0,Low,-0.14,45
2023-07-01,Kota,COVID-19,151,116,3,Low,-0.28,138
2023-11-10,Udaipur,Dengue,101,71,2,High,13.43,92
2023-06-10,Alwar,COVID-19,155,109,3,Low,-0.15,152
2023-05-01,Udaipur,Malaria,17,13,0,Low,-0.56,13
2023-08-11,Bharatpur,COVID-19,95,76,1,Low,-0.61,78
2023-10-14,Pali,Malaria,16,9,0,Low,-0.68,11
2023-04-11,Alwar,Malaria,51,42,0,Low,-0.14,52
2023-07-13,Kota,Malaria,13,10,0,Low,-0.83,13
2023-01-03,Sikar,Malaria,32,21,0,Low,-0.48,28
2023-01-30,Bharatpur,COVID-19,100,72,0,Low,0.05,91
2023-09-18,Pali,COVID-19,104,90,1,Low,-0.55,114
2023-03-01,Jaipur,Dengue,111,80,3,Low,0.05,90
2023-10-30,Sikar,Malaria,32,28,0,Low,0.0,33
2023-03-01,Kota,Malaria,60,49,0,High,3.62,51
2023-05-26,Pali,COVID-19,199,131,5,Medium,0.91,201
2023-10-16,Bharatpur,Malaria,37,33,0,High,6.4,35
2023-10-11,Jaipur,COVID-19,150,108,1,Low,-0.18,116
2023-11-17,Sikar,Dengue,8,6,0,Low,-0.67,8
2023-07-01,Kota,COVID-19,24,17,0,Low,-0.84,22
2023-12-13,Jodhpur,Malaria,44,29,1,Low,-0.3,32
2023-12-15,Sikar,COVID-19,143,96,0,Low,-0.52,115
2023-05-07,Jaipur,Malaria,32,23,0,High,1.13,27
2023-08-15,Alwar,Malaria,44,30,0,Low,-0.14,42
2023-08-10,Ajmer,COVID-19,274,243,6,High,7.3,267
2023-06-07,Bikaner,COVID-19,264,162,2,High,2.0,230
2023-08-01,Ajmer,Dengue,78,63,0,High,4.57,63
2023-04-11,Jaipur,Dengue,36,27,0,Low,-0.68,28
2023-12-20,Kota,Dengue,59,50,1,Low,-0.44,47
2023-08-30,Jodhpur,COVID-19,204,157,4,High,0.4,180
2023-11-28,Sikar,Malaria,67,53,1,High,1.09,58
2023-07-03,Bharatpur,COVID-19,114,98,1,Medium,0.14,105
2023-11-06,Bikaner,Malaria,59,46,1,High,0.31,57
2023-02-13,Udaipur,Malaria,15,10,0,Low,-0.12,12
2023-04-20,Udaipur,Malaria,13,9,0,Low,-0.13,10
2023-05-28,Udaipur,COVID-19,82,60,0,Low,-0.27,70
2023-11-03,Bikaner,Dengue,42,29,0,Low,-0.6,37
2023-11-04,Kota,Malaria,43,37,0,Low,-0.28,36
2023-02-17,Jodhpur,Dengue,28,20,0,Low,-0.65,24
2023-07-08,Kota,Malaria,44,33,1,Low,0.02,46
2023-08-15,Bikaner,Malaria,7,5,0,Low,-0.88,5
2023-03-27,Pali,Dengue,101,75,1,High,0.98,92
2023-07-13,Alwar,COVID-19,82,63,1,Low,-0.47,89
2023-11-23,Udaipur,Malaria,64,41,0,Medium,3.92,67
2023-02-11,Bikaner,Dengue,40,30,0,Low,-0.05,40
2023-11-11,Kota,Malaria,15,11,0,Low,-0.66,11
2023-11-08,Kota,Dengue,90,69,0,High,0.53,84
2023-11-12,Sikar,Malaria,20,12,0,Low,-0.7,14
2023-08-04,Bikaner,Dengue,100,67,1,High,1.5,92
2023-09-27,Bharatpur,COVID-19,124,82,1,Low,0.09,118
2023-06-04,Udaipur,Malaria,44,31,0,Low,-0.31,43
2023-06-07,Sikar,Malaria,70,62,1,Medium,2.5,74
2023-10-19,Alwar,COVID-19,213,164,4,High,1.6,205
2023-05-27,Alwar,Malaria,78,62,0,High,0.77,58
2023-09-08,Udaipur,COVID-19,279,232,4,High,2.4,230
2023-10-16,Jodhpur,COVID-19,292,191,5,High,0.43,268
2023-09-28,Udaipur,Malaria,12,9,0,Low,-0.73,8
2023-07-16,Jaipur,Malaria,22,15,0,Low,-0.31,22
2023-03-10,Udaipur,Dengue,109,81,2,Low,0.08,79
2023-12-23,Jodhpur,Dengue,37,22,0,High,0.32,35
2023-07-20,Ajmer,Malaria,57,43,0,High,10.4,47
2023-11-02,Sikar,Malaria,77,52,0,Low,0.1,82
2023-06-25,Jodhpur,COVID-19,233,165,1,Low,-0.2,223
2023-06-06,Ajmer,COVID-19,242,189,2,Low,-0.12,170
2023-04-25,Bharatpur,Malaria,25,22,0,Low,-0.32,20
2023-08-21,Udaipur,Malaria,41,29,0,High,2.42,37
2023-05-31,Jaipur,Dengue,116,69,1,High,2.22,107
2023-11-28,Sikar,Dengue,94,65,2,High,10.75,77
2023-09-04,Bharatpur,COVID-19,253,187,4,High,1.04,203
2023-08-24,Udaipur,Dengue,73,43,0,Low,-0.33,58
2023-10-10,Jaipur,COVID-19,98,79,1,Low,-0.35,94
2023-12-06,Udaipur,Malaria,22,19,0,Low,-0.46,18
2023-05-30,Pali,Dengue,7,5,0,Low,-0.93,6
2023-07-17,Ajmer,COVID-19,222,198,4,Low,-0.08,242
